ID,Run,Batch,Exp_Type,Variable_Regions,SampleNum,Plate,Row,Column,Experiment,Comm,Rep,Carbon,Conc,Transfer,forward_reads,reverse_reads
S1_R2,R2,YaleYCGA_RQ5908,Rep1,V4,1.0,1.0,A,1.0,T12-R4-2,X1,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134067/SRR7134067_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134067/SRR7134067_2.fastq.gz
S2_R2,R2,YaleYCGA_RQ5908,Rep1,V4,2.0,1.0,A,2.0,T12-R4-2,X2,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134068/SRR7134068_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134068/SRR7134068_2.fastq.gz
S3_R2,R2,YaleYCGA_RQ5908,Rep1,V4,3.0,1.0,A,3.0,T12-R4-2,X3,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134065/SRR7134065_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134065/SRR7134065_2.fastq.gz
S4_R2,R2,YaleYCGA_RQ5908,Rep1,V4,4.0,1.0,A,4.0,T12-R4-2,X4,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134066/SRR7134066_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134066/SRR7134066_2.fastq.gz
S5_R2,R2,YaleYCGA_RQ5908,Rep1,V4,5.0,1.0,A,5.0,T12-R4-2,X5,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134071/SRR7134071_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134071/SRR7134071_2.fastq.gz
S6_R2,R2,YaleYCGA_RQ5908,Rep1,V4,6.0,1.0,A,6.0,T12-R4-2,X6,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134072/SRR7134072_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134072/SRR7134072_2.fastq.gz
S7_R2,R2,YaleYCGA_RQ5908,Rep1,V4,7.0,1.0,A,7.0,T12-R4-2,X7,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134073/SRR7134073_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134073/SRR7134073_2.fastq.gz
S8_R2,R2,YaleYCGA_RQ5908,Rep1,V4,8.0,1.0,A,8.0,T12-R4-2,X8,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134070/SRR7134070_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134070/SRR7134070_2.fastq.gz
S9_R2,R2,YaleYCGA_RQ5908,Rep1,V4,9.0,1.0,A,9.0,T12-R4-2,X9,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134063/SRR7134063_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134063/SRR7134063_2.fastq.gz
S10_R2,R2,YaleYCGA_RQ5908,Rep1,V4,10.0,1.0,A,10.0,T12-R4-2,X10,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134064/SRR7134064_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134064/SRR7134064_2.fastq.gz
S11_R2,R2,YaleYCGA_RQ5908,Rep1,V4,11.0,1.0,A,11.0,T12-R4-2,X11,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133962/SRR7133962_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133962/SRR7133962_2.fastq.gz
S12_R2,R2,YaleYCGA_RQ5908,Rep1,V4,12.0,1.0,A,12.0,T12-R4-2,X12,1.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133963/SRR7133963_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133963/SRR7133963_2.fastq.gz
S13_R2,R2,YaleYCGA_RQ5908,Rep1,V4,13.0,1.0,B,1.0,T12-R4-2,X1,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133960/SRR7133960_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133960/SRR7133960_2.fastq.gz
S14_R2,R2,YaleYCGA_RQ5908,Rep1,V4,14.0,1.0,B,2.0,T12-R4-2,X2,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133961/SRR7133961_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133961/SRR7133961_2.fastq.gz
S15_R2,R2,YaleYCGA_RQ5908,Rep1,V4,15.0,1.0,B,3.0,T12-R4-2,X3,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133966/SRR7133966_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133966/SRR7133966_2.fastq.gz
S16_R2,R2,YaleYCGA_RQ5908,Rep1,V4,16.0,1.0,B,4.0,T12-R4-2,X4,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133967/SRR7133967_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133967/SRR7133967_2.fastq.gz
S17_R2,R2,YaleYCGA_RQ5908,Rep1,V4,17.0,1.0,B,5.0,T12-R4-2,X5,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133964/SRR7133964_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133964/SRR7133964_2.fastq.gz
S18_R2,R2,YaleYCGA_RQ5908,Rep1,V4,18.0,1.0,B,6.0,T12-R4-2,X6,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133965/SRR7133965_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133965/SRR7133965_2.fastq.gz
S19_R2,R2,YaleYCGA_RQ5908,Rep1,V4,19.0,1.0,B,7.0,T12-R4-2,X7,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133957/SRR7133957_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133957/SRR7133957_2.fastq.gz
S20_R2,R2,YaleYCGA_RQ5908,Rep1,V4,20.0,1.0,B,8.0,T12-R4-2,X8,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133958/SRR7133958_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133958/SRR7133958_2.fastq.gz
S21_R2,R2,YaleYCGA_RQ5908,Rep1,V4,21.0,1.0,B,9.0,T12-R4-2,X9,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134056/SRR7134056_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134056/SRR7134056_2.fastq.gz
S22_R2,R2,YaleYCGA_RQ5908,Rep1,V4,22.0,1.0,B,10.0,T12-R4-2,X10,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134055/SRR7134055_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134055/SRR7134055_2.fastq.gz
S23_R2,R2,YaleYCGA_RQ5908,Rep1,V4,23.0,1.0,B,11.0,T12-R4-2,X11,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134054/SRR7134054_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134054/SRR7134054_2.fastq.gz
S24_R2,R2,YaleYCGA_RQ5908,Rep1,V4,24.0,1.0,B,12.0,T12-R4-2,X12,2.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134053/SRR7134053_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134053/SRR7134053_2.fastq.gz
S25_R2,R2,YaleYCGA_RQ5908,Rep1,V4,25.0,1.0,C,1.0,T12-R4-2,X1,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134060/SRR7134060_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134060/SRR7134060_2.fastq.gz
S26_R2,R2,YaleYCGA_RQ5908,Rep1,V4,26.0,1.0,C,2.0,T12-R4-2,X2,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134059/SRR7134059_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134059/SRR7134059_2.fastq.gz
S27_R2,R2,YaleYCGA_RQ5908,Rep1,V4,27.0,1.0,C,3.0,T12-R4-2,X3,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134058/SRR7134058_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134058/SRR7134058_2.fastq.gz
S28_R2,R2,YaleYCGA_RQ5908,Rep1,V4,28.0,1.0,C,4.0,T12-R4-2,X4,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134057/SRR7134057_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134057/SRR7134057_2.fastq.gz
S29_R2,R2,YaleYCGA_RQ5908,Rep1,V4,29.0,1.0,C,5.0,T12-R4-2,X5,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134062/SRR7134062_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134062/SRR7134062_2.fastq.gz
S30_R2,R2,YaleYCGA_RQ5908,Rep1,V4,30.0,1.0,C,6.0,T12-R4-2,X6,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134061/SRR7134061_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134061/SRR7134061_2.fastq.gz
S31_R2,R2,YaleYCGA_RQ5908,Rep1,V4,31.0,1.0,C,7.0,T12-R4-2,X7,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134211/SRR7134211_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134211/SRR7134211_2.fastq.gz
S32_R2,R2,YaleYCGA_RQ5908,Rep1,V4,32.0,1.0,C,8.0,T12-R4-2,X8,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134212/SRR7134212_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134212/SRR7134212_2.fastq.gz
S33_R2,R2,YaleYCGA_RQ5908,Rep1,V4,33.0,1.0,C,9.0,T12-R4-2,X9,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134213/SRR7134213_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134213/SRR7134213_2.fastq.gz
S34_R2,R2,YaleYCGA_RQ5908,Rep1,V4,34.0,1.0,C,10.0,T12-R4-2,X10,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134214/SRR7134214_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134214/SRR7134214_2.fastq.gz
S35_R2,R2,YaleYCGA_RQ5908,Rep1,V4,35.0,1.0,C,11.0,T12-R4-2,X11,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134207/SRR7134207_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134207/SRR7134207_2.fastq.gz
S36_R2,R2,YaleYCGA_RQ5908,Rep1,V4,36.0,1.0,C,12.0,T12-R4-2,X12,3.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134208/SRR7134208_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134208/SRR7134208_2.fastq.gz
S37_R2,R2,YaleYCGA_RQ5908,Rep1,V4,37.0,1.0,D,1.0,T12-R4-2,X1,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134209/SRR7134209_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134209/SRR7134209_2.fastq.gz
S38_R2,R2,YaleYCGA_RQ5908,Rep1,V4,38.0,1.0,D,2.0,T12-R4-2,X2,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134210/SRR7134210_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134210/SRR7134210_2.fastq.gz
S39_R2,R2,YaleYCGA_RQ5908,Rep1,V4,39.0,1.0,D,3.0,T12-R4-2,X3,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134205/SRR7134205_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134205/SRR7134205_2.fastq.gz
S40_R2,R2,YaleYCGA_RQ5908,Rep1,V4,40.0,1.0,D,4.0,T12-R4-2,X4,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134206/SRR7134206_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134206/SRR7134206_2.fastq.gz
S41_R2,R2,YaleYCGA_RQ5908,Rep1,V4,41.0,1.0,D,5.0,T12-R4-2,X5,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134305/SRR7134305_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134305/SRR7134305_2.fastq.gz
S42_R2,R2,YaleYCGA_RQ5908,Rep1,V4,42.0,1.0,D,6.0,T12-R4-2,X6,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134304/SRR7134304_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134304/SRR7134304_2.fastq.gz
S43_R2,R2,YaleYCGA_RQ5908,Rep1,V4,43.0,1.0,D,7.0,T12-R4-2,X7,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134307/SRR7134307_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134307/SRR7134307_2.fastq.gz
S44_R2,R2,YaleYCGA_RQ5908,Rep1,V4,44.0,1.0,D,8.0,T12-R4-2,X8,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134306/SRR7134306_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134306/SRR7134306_2.fastq.gz
S45_R2,R2,YaleYCGA_RQ5908,Rep1,V4,45.0,1.0,D,9.0,T12-R4-2,X9,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134301/SRR7134301_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134301/SRR7134301_2.fastq.gz
S46_R2,R2,YaleYCGA_RQ5908,Rep1,V4,46.0,1.0,D,10.0,T12-R4-2,X10,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134300/SRR7134300_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134300/SRR7134300_2.fastq.gz
S47_R2,R2,YaleYCGA_RQ5908,Rep1,V4,47.0,1.0,D,11.0,T12-R4-2,X11,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134303/SRR7134303_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134303/SRR7134303_2.fastq.gz
S48_R2,R2,YaleYCGA_RQ5908,Rep1,V4,48.0,1.0,D,12.0,T12-R4-2,X12,4.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134302/SRR7134302_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134302/SRR7134302_2.fastq.gz
S49_R2,R2,YaleYCGA_RQ5908,Rep1,V4,49.0,1.0,E,1.0,T12-R4-2,X1,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134309/SRR7134309_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134309/SRR7134309_2.fastq.gz
S50_R2,R2,YaleYCGA_RQ5908,Rep1,V4,50.0,1.0,E,2.0,T12-R4-2,X2,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134308/SRR7134308_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134308/SRR7134308_2.fastq.gz
S51_R2,R2,YaleYCGA_RQ5908,Rep1,V4,51.0,1.0,E,3.0,T12-R4-2,X3,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133898/SRR7133898_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133898/SRR7133898_2.fastq.gz
S52_R2,R2,YaleYCGA_RQ5908,Rep1,V4,52.0,1.0,E,4.0,T12-R4-2,X4,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133899/SRR7133899_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133899/SRR7133899_2.fastq.gz
S53_R2,R2,YaleYCGA_RQ5908,Rep1,V4,53.0,1.0,E,5.0,T12-R4-2,X5,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133896/SRR7133896_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133896/SRR7133896_2.fastq.gz
S54_R2,R2,YaleYCGA_RQ5908,Rep1,V4,54.0,1.0,E,6.0,T12-R4-2,X6,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133897/SRR7133897_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133897/SRR7133897_2.fastq.gz
S55_R2,R2,YaleYCGA_RQ5908,Rep1,V4,55.0,1.0,E,7.0,T12-R4-2,X7,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133852/SRR7133852_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133852/SRR7133852_2.fastq.gz
S56_R2,R2,YaleYCGA_RQ5908,Rep1,V4,56.0,1.0,E,8.0,T12-R4-2,X8,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133895/SRR7133895_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133895/SRR7133895_2.fastq.gz
S57_R2,R2,YaleYCGA_RQ5908,Rep1,V4,57.0,1.0,E,9.0,T12-R4-2,X9,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133892/SRR7133892_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133892/SRR7133892_2.fastq.gz
S58_R2,R2,YaleYCGA_RQ5908,Rep1,V4,58.0,1.0,E,10.0,T12-R4-2,X10,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133893/SRR7133893_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133893/SRR7133893_2.fastq.gz
S59_R2,R2,YaleYCGA_RQ5908,Rep1,V4,59.0,1.0,E,11.0,T12-R4-2,X11,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134215/SRR7134215_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134215/SRR7134215_2.fastq.gz
S60_R2,R2,YaleYCGA_RQ5908,Rep1,V4,60.0,1.0,E,12.0,T12-R4-2,X12,5.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133902/SRR7133902_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133902/SRR7133902_2.fastq.gz
S61_R2,R2,YaleYCGA_RQ5908,Rep1,V4,61.0,1.0,F,1.0,T12-R4-2,X1,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133988/SRR7133988_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133988/SRR7133988_2.fastq.gz
S62_R2,R2,YaleYCGA_RQ5908,Rep1,V4,62.0,1.0,F,2.0,T12-R4-2,X2,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133987/SRR7133987_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133987/SRR7133987_2.fastq.gz
S63_R2,R2,YaleYCGA_RQ5908,Rep1,V4,63.0,1.0,F,3.0,T12-R4-2,X3,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133986/SRR7133986_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133986/SRR7133986_2.fastq.gz
S64_R2,R2,YaleYCGA_RQ5908,Rep1,V4,64.0,1.0,F,4.0,T12-R4-2,X4,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133985/SRR7133985_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133985/SRR7133985_2.fastq.gz
S65_R2,R2,YaleYCGA_RQ5908,Rep1,V4,65.0,1.0,F,5.0,T12-R4-2,X5,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133984/SRR7133984_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133984/SRR7133984_2.fastq.gz
S66_R2,R2,YaleYCGA_RQ5908,Rep1,V4,66.0,1.0,F,6.0,T12-R4-2,X6,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133983/SRR7133983_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133983/SRR7133983_2.fastq.gz
S67_R2,R2,YaleYCGA_RQ5908,Rep1,V4,67.0,1.0,F,7.0,T12-R4-2,X7,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133982/SRR7133982_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133982/SRR7133982_2.fastq.gz
S68_R2,R2,YaleYCGA_RQ5908,Rep1,V4,68.0,1.0,F,8.0,T12-R4-2,X8,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133981/SRR7133981_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133981/SRR7133981_2.fastq.gz
S69_R2,R2,YaleYCGA_RQ5908,Rep1,V4,69.0,1.0,F,9.0,T12-R4-2,X9,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133980/SRR7133980_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133980/SRR7133980_2.fastq.gz
S70_R2,R2,YaleYCGA_RQ5908,Rep1,V4,70.0,1.0,F,10.0,T12-R4-2,X10,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133979/SRR7133979_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133979/SRR7133979_2.fastq.gz
S71_R2,R2,YaleYCGA_RQ5908,Rep1,V4,71.0,1.0,F,11.0,T12-R4-2,X11,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133989/SRR7133989_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133989/SRR7133989_2.fastq.gz
S72_R2,R2,YaleYCGA_RQ5908,Rep1,V4,72.0,1.0,F,12.0,T12-R4-2,X12,6.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134149/SRR7134149_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134149/SRR7134149_2.fastq.gz
S73_R2,R2,YaleYCGA_RQ5908,Rep1,V4,73.0,1.0,G,1.0,T12-R4-2,X1,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134150/SRR7134150_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134150/SRR7134150_2.fastq.gz
S74_R2,R2,YaleYCGA_RQ5908,Rep1,V4,74.0,1.0,G,2.0,T12-R4-2,X2,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134151/SRR7134151_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134151/SRR7134151_2.fastq.gz
S75_R2,R2,YaleYCGA_RQ5908,Rep1,V4,75.0,1.0,G,3.0,T12-R4-2,X3,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134152/SRR7134152_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134152/SRR7134152_2.fastq.gz
S76_R2,R2,YaleYCGA_RQ5908,Rep1,V4,76.0,1.0,G,4.0,T12-R4-2,X4,7.0,Citrate,0.07,12,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134153/SRR7134153_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134153/SRR7134153_2.fastq.gz
