ID,Run,Batch,Exp_Type,Variable_Regions,SampleNum,Plate,Row,Column,Experiment,Comm,Rep,Carbon,Conc,Transfer,forward_reads,reverse_reads
S225_R3,R3,YaleYCGA_RQ6212,,V4,225.0,3.0,C,9.0,Glu-T3-X11,X11,4.0,Glucose,0.07,3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134156/SRR7134156_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134156/SRR7134156_2.fastq.gz
S226_R3,R3,YaleYCGA_RQ6212,,V4,226.0,3.0,C,10.0,Glu-T3-X12,X12,4.0,Glucose,0.07,3,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134119/SRR7134119_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134119/SRR7134119_2.fastq.gz
S227_R3,R3,YaleYCGA_RQ6212,,V4,227.0,3.0,C,11.0,Original-T0-X3,X3,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134120/SRR7134120_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134120/SRR7134120_2.fastq.gz
S228_R3,R3,YaleYCGA_RQ6212,,V4,228.0,3.0,C,12.0,Original-T0-X9,X9,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134117/SRR7134117_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134117/SRR7134117_2.fastq.gz
S229_R3,R3,YaleYCGA_RQ6212,,V4,229.0,3.0,D,1.0,Glu-T4-X1,X1,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134118/SRR7134118_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134118/SRR7134118_2.fastq.gz
S230_R3,R3,YaleYCGA_RQ6212,,V4,230.0,3.0,D,2.0,Glu-T4-X3,X3,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134105/SRR7134105_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134105/SRR7134105_2.fastq.gz
S231_R3,R3,YaleYCGA_RQ6212,,V4,231.0,3.0,D,3.0,Glu-T4-X4,X4,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134352/SRR7134352_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134352/SRR7134352_2.fastq.gz
S232_R3,R3,YaleYCGA_RQ6212,,V4,232.0,3.0,D,4.0,Glu-T4-X5,X5,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134074/SRR7134074_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134074/SRR7134074_2.fastq.gz
S233_R3,R3,YaleYCGA_RQ6212,,V4,233.0,3.0,D,5.0,Glu-T4-X7,X7,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134085/SRR7134085_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134085/SRR7134085_2.fastq.gz
S234_R3,R3,YaleYCGA_RQ6212,,V4,234.0,3.0,D,6.0,Glu-T4-X8,X8,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134298/SRR7134298_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134298/SRR7134298_2.fastq.gz
S235_R3,R3,YaleYCGA_RQ6212,,V4,235.0,3.0,D,7.0,Glu-T4-X9,X9,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134297/SRR7134297_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134297/SRR7134297_2.fastq.gz
S236_R3,R3,YaleYCGA_RQ6212,,V4,236.0,3.0,D,8.0,Glu-T4-X10,X10,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134102/SRR7134102_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134102/SRR7134102_2.fastq.gz
S237_R3,R3,YaleYCGA_RQ6212,,V4,237.0,3.0,D,9.0,Glu-T4-X11,X11,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134101/SRR7134101_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134101/SRR7134101_2.fastq.gz
S238_R3,R3,YaleYCGA_RQ6212,,V4,238.0,3.0,D,10.0,Glu-T4-X12,X12,4.0,Glucose,0.07,4,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134108/SRR7134108_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134108/SRR7134108_2.fastq.gz
S239_R3,R3,YaleYCGA_RQ6212,,V4,239.0,3.0,D,11.0,Original-T0-X4,X4,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134107/SRR7134107_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134107/SRR7134107_2.fastq.gz
S240_R3,R3,YaleYCGA_RQ6212,,V4,240.0,3.0,D,12.0,Original-T0-X10,X10,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134106/SRR7134106_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7134106/SRR7134106_2.fastq.gz
S241_R3,R3,YaleYCGA_RQ6212,,V4,241.0,3.0,E,1.0,Glu-T5-X1,X1,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134299/SRR7134299_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134299/SRR7134299_2.fastq.gz
S242_R3,R3,YaleYCGA_RQ6212,,V4,242.0,3.0,E,2.0,Glu-T5-X3,X3,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134311/SRR7134311_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134311/SRR7134311_2.fastq.gz
S243_R3,R3,YaleYCGA_RQ6212,,V4,243.0,3.0,E,3.0,Glu-T5-X4,X4,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134310/SRR7134310_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134310/SRR7134310_2.fastq.gz
S244_R3,R3,YaleYCGA_RQ6212,,V4,244.0,3.0,E,4.0,Glu-T5-X5,X5,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133938/SRR7133938_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133938/SRR7133938_2.fastq.gz
S245_R3,R3,YaleYCGA_RQ6212,,V4,245.0,3.0,E,5.0,Glu-T5-X7,X7,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133939/SRR7133939_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133939/SRR7133939_2.fastq.gz
S246_R3,R3,YaleYCGA_RQ6212,,V4,246.0,3.0,E,6.0,Glu-T5-X8,X8,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133940/SRR7133940_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133940/SRR7133940_2.fastq.gz
S247_R3,R3,YaleYCGA_RQ6212,,V4,247.0,3.0,E,7.0,Glu-T5-X9,X9,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133941/SRR7133941_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133941/SRR7133941_2.fastq.gz
S248_R3,R3,YaleYCGA_RQ6212,,V4,248.0,3.0,E,8.0,Glu-T5-X10,X10,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133934/SRR7133934_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133934/SRR7133934_2.fastq.gz
S249_R3,R3,YaleYCGA_RQ6212,,V4,249.0,3.0,E,9.0,Glu-T5-X11,X11,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133935/SRR7133935_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133935/SRR7133935_2.fastq.gz
S250_R3,R3,YaleYCGA_RQ6212,,V4,250.0,3.0,E,10.0,Glu-T5-X12,X12,4.0,Glucose,0.07,5,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133936/SRR7133936_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133936/SRR7133936_2.fastq.gz
S251_R3,R3,YaleYCGA_RQ6212,,V4,251.0,3.0,E,11.0,Original-T0-X5,X5,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133937/SRR7133937_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133937/SRR7133937_2.fastq.gz
S253_R3,R3,YaleYCGA_RQ6212,,V4,253.0,3.0,F,1.0,Glu-T6-X1,X1,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133942/SRR7133942_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7133942/SRR7133942_2.fastq.gz
S254_R3,R3,YaleYCGA_RQ6212,,V4,254.0,3.0,F,2.0,Glu-T6-X3,X3,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133943/SRR7133943_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7133943/SRR7133943_2.fastq.gz
S255_R3,R3,YaleYCGA_RQ6212,,V4,255.0,3.0,F,3.0,Glu-T6-X4,X4,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134329/SRR7134329_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134329/SRR7134329_2.fastq.gz
S256_R3,R3,YaleYCGA_RQ6212,,V4,256.0,3.0,F,4.0,Glu-T6-X5,X5,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134328/SRR7134328_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134328/SRR7134328_2.fastq.gz
S257_R3,R3,YaleYCGA_RQ6212,,V4,257.0,3.0,F,5.0,Glu-T6-X7,X7,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133907/SRR7133907_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7133907/SRR7133907_2.fastq.gz
S258_R3,R3,YaleYCGA_RQ6212,,V4,258.0,3.0,F,6.0,Glu-T6-X8,X8,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134330/SRR7134330_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134330/SRR7134330_2.fastq.gz
S259_R3,R3,YaleYCGA_RQ6212,,V4,259.0,3.0,F,7.0,Glu-T6-X9,X9,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133909/SRR7133909_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133909/SRR7133909_2.fastq.gz
S260_R3,R3,YaleYCGA_RQ6212,,V4,260.0,3.0,F,8.0,Glu-T6-X10,X10,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133908/SRR7133908_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7133908/SRR7133908_2.fastq.gz
S261_R3,R3,YaleYCGA_RQ6212,,V4,261.0,3.0,F,9.0,Glu-T6-X11,X11,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133911/SRR7133911_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7133911/SRR7133911_2.fastq.gz
S262_R3,R3,YaleYCGA_RQ6212,,V4,262.0,3.0,F,10.0,Glu-T6-X12,X12,4.0,Glucose,0.07,6,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133910/SRR7133910_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7133910/SRR7133910_2.fastq.gz
S263_R3,R3,YaleYCGA_RQ6212,,V4,263.0,3.0,F,11.0,Original-T0-X6,X6,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134351/SRR7134351_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134351/SRR7134351_2.fastq.gz
S264_R3,R3,YaleYCGA_RQ6212,,V4,264.0,3.0,F,12.0,Original-T0-X12,X12,,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134353/SRR7134353_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134353/SRR7134353_2.fastq.gz
S265_R3,R3,YaleYCGA_RQ6212,,V4,265.0,3.0,G,1.0,Glu-T7-X1,X1,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134314/SRR7134314_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134314/SRR7134314_2.fastq.gz
S266_R3,R3,YaleYCGA_RQ6212,,V4,266.0,3.0,G,2.0,Glu-T7-X3,X3,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134315/SRR7134315_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7134315/SRR7134315_2.fastq.gz
S267_R3,R3,YaleYCGA_RQ6212,,V4,267.0,3.0,G,3.0,Glu-T7-X4,X4,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134312/SRR7134312_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134312/SRR7134312_2.fastq.gz
S268_R3,R3,YaleYCGA_RQ6212,,V4,268.0,3.0,G,4.0,Glu-T7-X5,X5,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134313/SRR7134313_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134313/SRR7134313_2.fastq.gz
S269_R3,R3,YaleYCGA_RQ6212,,V4,269.0,3.0,G,5.0,Glu-T7-X7,X7,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134318/SRR7134318_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134318/SRR7134318_2.fastq.gz
S270_R3,R3,YaleYCGA_RQ6212,,V4,270.0,3.0,G,6.0,Glu-T7-X8,X8,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134319/SRR7134319_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134319/SRR7134319_2.fastq.gz
S271_R3,R3,YaleYCGA_RQ6212,,V4,271.0,3.0,G,7.0,Glu-T7-X9,X9,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133944/SRR7133944_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7133944/SRR7133944_2.fastq.gz
S272_R3,R3,YaleYCGA_RQ6212,,V4,272.0,3.0,G,8.0,Glu-T7-X10,X10,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133945/SRR7133945_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/005/SRR7133945/SRR7133945_2.fastq.gz
S273_R3,R3,YaleYCGA_RQ6212,,V4,273.0,3.0,G,9.0,Glu-T7-X11,X11,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133956/SRR7133956_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/006/SRR7133956/SRR7133956_2.fastq.gz
S274_R3,R3,YaleYCGA_RQ6212,,V4,274.0,3.0,G,10.0,Glu-T7-X12,X12,4.0,Glucose,0.07,7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133959/SRR7133959_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7133959/SRR7133959_2.fastq.gz
S277_R3,R3,YaleYCGA_RQ6212,,V4,277.0,3.0,H,1.0,Glu-T8-X1,X1,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134134/SRR7134134_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134134/SRR7134134_2.fastq.gz
S278_R3,R3,YaleYCGA_RQ6212,,V4,278.0,3.0,H,2.0,Glu-T8-X3,X3,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134133/SRR7134133_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/003/SRR7134133/SRR7134133_2.fastq.gz
S279_R3,R3,YaleYCGA_RQ6212,,V4,279.0,3.0,H,3.0,Glu-T8-X4,X4,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134162/SRR7134162_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/002/SRR7134162/SRR7134162_2.fastq.gz
S280_R3,R3,YaleYCGA_RQ6212,,V4,280.0,3.0,H,4.0,Glu-T8-X5,X5,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134161/SRR7134161_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/001/SRR7134161/SRR7134161_2.fastq.gz
S281_R3,R3,YaleYCGA_RQ6212,,V4,281.0,3.0,H,5.0,Glu-T8-X7,X7,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134160/SRR7134160_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/000/SRR7134160/SRR7134160_2.fastq.gz
S282_R3,R3,YaleYCGA_RQ6212,,V4,282.0,3.0,H,6.0,Glu-T8-X8,X8,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134159/SRR7134159_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/009/SRR7134159/SRR7134159_2.fastq.gz
S283_R3,R3,YaleYCGA_RQ6212,,V4,283.0,3.0,H,7.0,Glu-T8-X9,X9,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134158/SRR7134158_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134158/SRR7134158_2.fastq.gz
S284_R3,R3,YaleYCGA_RQ6212,,V4,284.0,3.0,H,8.0,Glu-T8-X10,X10,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134157/SRR7134157_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/007/SRR7134157/SRR7134157_2.fastq.gz
S285_R3,R3,YaleYCGA_RQ6212,,V4,285.0,3.0,H,9.0,Glu-T8-X11,X11,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134154/SRR7134154_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/004/SRR7134154/SRR7134154_2.fastq.gz
S286_R3,R3,YaleYCGA_RQ6212,,V4,286.0,3.0,H,10.0,Glu-T8-X12,X12,4.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134148/SRR7134148_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR713/008/SRR7134148/SRR7134148_2.fastq.gz
S1_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X13,1.0,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/003/SRR7253643/SRR7253643_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/003/SRR7253643/SRR7253643_2.fastq.gz
S2_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X14,1.0,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/002/SRR7253642/SRR7253642_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/002/SRR7253642/SRR7253642_2.fastq.gz
S3_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X15,1.0,,,0,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/001/SRR7253641/SRR7253641_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/001/SRR7253641/SRR7253641_2.fastq.gz
S4_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X13,1.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/000/SRR7253640/SRR7253640_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/000/SRR7253640/SRR7253640_2.fastq.gz
S5_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X13,1.0,Glucose,0.07,9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/009/SRR7253639/SRR7253639_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/009/SRR7253639/SRR7253639_2.fastq.gz
S6_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X13,1.0,Glucose,0.07,10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/008/SRR7253638/SRR7253638_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/008/SRR7253638/SRR7253638_2.fastq.gz
S7_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X14,1.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/007/SRR7253637/SRR7253637_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/007/SRR7253637/SRR7253637_2.fastq.gz
S8_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X14,1.0,Glucose,0.07,9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/006/SRR7253636/SRR7253636_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/006/SRR7253636/SRR7253636_2.fastq.gz
S9_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X14,1.0,Glucose,0.07,10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/005/SRR7253645/SRR7253645_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/005/SRR7253645/SRR7253645_2.fastq.gz
S10_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X15,1.0,Glucose,0.07,8,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/004/SRR7253644/SRR7253644_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/004/SRR7253644/SRR7253644_2.fastq.gz
S11_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X15,1.0,Glucose,0.07,9,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/003/SRR7253653/SRR7253653_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/003/SRR7253653/SRR7253653_2.fastq.gz
S12_R5,R5,SeqMatic,Shaking_Control,V34,,,,,,X15,1.0,Glucose,0.07,10,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/002/SRR7253652/SRR7253652_1.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR725/002/SRR7253652/SRR7253652_2.fastq.gz
